amount,transaction_type,location,device_id,transaction_hour,previous_transactions,is_new_device,is_international,fraud
25452.53,DEPOSIT,Kolkata,DEVICE008,18,28,0,0,0
20372.59,PAYMENT,Nashik,DEVICE006,17,28,1,1,0
49738.22,DEPOSIT,Ahmedabad,DEVICE004,12,17,0,1,1
32294.6,TRANSFER,Chennai,DEVICE004,14,22,0,0,0
46726.46,WITHDRAWAL,Delhi,DEVICE001,0,19,0,0,0
21624.04,WITHDRAWAL,Hyderabad,DEVICE007,3,1,0,0,1
4202.7,WITHDRAWAL,Bangalore,DEVICE007,15,13,0,0,0
30457.84,TRANSFER,Nashik,DEVICE003,21,12,0,0,0
1998.43,DEPOSIT,Dhule,DEVICE008,10,23,0,0,0
46045.27,TRANSFER,Nashik,DEVICE002,6,21,0,1,1
14602.61,TRANSFER,Chennai,DEVICE001,5,14,0,0,0
41757.89,DEPOSIT,Pune,DEVICE008,11,14,0,0,0
3928.94,WITHDRAWAL,Dhule,DEVICE006,7,2,0,0,0
46718.91,PAYMENT,Ahmedabad,DEVICE002,1,26,0,0,0
12971.24,DEPOSIT,Hyderabad,DEVICE005,7,3,1,0,0
40706.25,PAYMENT,Pune,DEVICE002,3,18,1,1,1
15185.93,WITHDRAWAL,Delhi,DEVICE007,10,2,0,0,0
25963.41,PAYMENT,Nashik,DEVICE008,8,25,0,1,0
12603.28,PAYMENT,Mumbai,DEVICE006,12,0,0,0,0
15314.85,WITHDRAWAL,Delhi,DEVICE006,3,4,1,0,0
25568.42,WITHDRAWAL,Pune,DEVICE006,15,30,0,0,0
7568.81,PAYMENT,Delhi,DEVICE004,20,0,0,0,0
689.88,TRANSFER,Dhule,DEVICE003,3,30,0,0,0
36861.03,WITHDRAWAL,Chennai,DEVICE003,12,7,0,0,0
35041.84,DEPOSIT,Bangalore,DEVICE004,6,17,1,0,1
26306.78,DEPOSIT,Kolkata,DEVICE008,22,16,1,0,0
35795.64,TRANSFER,Hyderabad,DEVICE007,9,20,0,0,0
41675.5,PAYMENT,Pune,DEVICE004,17,4,0,0,0
43995.97,WITHDRAWAL,Bangalore,DEVICE007,21,11,0,0,0
6868.58,TRANSFER,Dhule,DEVICE004,8,17,0,0,0
16295.42,WITHDRAWAL,Mumbai,DEVICE004,16,24,0,1,0
11872.17,DEPOSIT,Bangalore,DEVICE002,17,18,0,0,0
1218.15,DEPOSIT,Mumbai,DEVICE001,20,2,1,0,1
4474.44,PAYMENT,Kolkata,DEVICE007,6,14,1,0,1
12554.86,TRANSFER,Pune,DEVICE008,7,12,0,0,0
35671.54,DEPOSIT,Kolkata,DEVICE003,20,28,0,0,0
48573.95,PAYMENT,Pune,DEVICE002,6,5,1,1,1
31783.85,DEPOSIT,Ahmedabad,DEVICE007,0,0,0,0,0
18089.0,DEPOSIT,Chennai,DEVICE007,14,8,0,0,0
4163.41,DEPOSIT,Nashik,DEVICE002,17,25,0,0,0
16415.8,WITHDRAWAL,Nashik,DEVICE007,17,6,0,0,0
10775.95,PAYMENT,Dhule,DEVICE008,12,12,0,0,0
26802.93,PAYMENT,Dhule,DEVICE008,13,30,1,0,0
28693.85,TRANSFER,Pune,DEVICE001,17,18,0,0,0
38203.39,WITHDRAWAL,Dhule,DEVICE003,4,12,1,0,1
43603.49,PAYMENT,Hyderabad,DEVICE008,16,9,0,1,0
18765.32,DEPOSIT,Bangalore,DEVICE002,16,15,0,0,0
18483.04,WITHDRAWAL,Bangalore,DEVICE007,21,24,0,0,0
18391.84,PAYMENT,Hyderabad,DEVICE007,10,23,1,0,0
15429.21,PAYMENT,Nashik,DEVICE008,8,12,1,0,1
34843.63,PAYMENT,Hyderabad,DEVICE007,19,4,0,0,0
33795.96,WITHDRAWAL,Mumbai,DEVICE006,3,2,0,0,0
19511.98,TRANSFER,Delhi,DEVICE002,5,3,0,0,1
43766.63,PAYMENT,Chennai,DEVICE004,13,8,0,0,0
14693.92,TRANSFER,Dhule,DEVICE001,17,3,0,0,0
11387.88,PAYMENT,Ahmedabad,DEVICE003,7,14,1,0,1
24335.86,PAYMENT,Nashik,DEVICE008,2,24,0,0,0
10842.23,TRANSFER,Dhule,DEVICE005,15,18,0,0,0
34783.84,PAYMENT,Pune,DEVICE005,16,24,0,0,0
41299.82,PAYMENT,Hyderabad,DEVICE002,16,23,1,0,1
22640.54,WITHDRAWAL,Delhi,DEVICE006,12,24,0,0,0
15979.1,PAYMENT,Chennai,DEVICE004,2,8,1,0,1
47715.3,DEPOSIT,Hyderabad,DEVICE003,1,2,1,0,1
10949.2,WITHDRAWAL,Pune,DEVICE003,4,23,0,0,0
192.58,PAYMENT,Delhi,DEVICE004,15,10,0,0,0
21686.44,TRANSFER,Delhi,DEVICE004,5,4,1,1,0
13007.68,TRANSFER,Chennai,DEVICE001,16,19,0,0,0
14926.5,DEPOSIT,Kolkata,DEVICE008,4,12,0,0,0
6966.72,PAYMENT,Chennai,DEVICE002,20,1,1,0,0
24831.2,WITHDRAWAL,Hyderabad,DEVICE006,23,15,0,0,0
34439.41,TRANSFER,Ahmedabad,DEVICE001,1,11,0,0,0
43171.79,TRANSFER,Nashik,DEVICE001,3,2,1,1,1
10175.1,TRANSFER,Pune,DEVICE002,7,13,0,0,0
13402.3,DEPOSIT,Dhule,DEVICE003,7,19,1,0,0
43674.3,PAYMENT,Pune,DEVICE006,16,18,0,0,1
39692.87,PAYMENT,Mumbai,DEVICE007,21,20,0,1,1
23064.5,DEPOSIT,Kolkata,DEVICE008,22,12,1,0,0
32131.88,PAYMENT,Nashik,DEVICE004,0,20,0,0,0
1687.37,DEPOSIT,Delhi,DEVICE001,5,27,0,0,0
336.27,WITHDRAWAL,Pune,DEVICE004,1,0,0,1,1
46539.35,WITHDRAWAL,Chennai,DEVICE004,0,19,0,0,1
29620.65,DEPOSIT,Hyderabad,DEVICE007,6,13,1,0,0
44366.92,WITHDRAWAL,Pune,DEVICE005,2,7,1,0,1
888.26,PAYMENT,Delhi,DEVICE005,10,17,0,0,0
48179.95,DEPOSIT,Chennai,DEVICE002,3,1,0,0,1
21916.79,DEPOSIT,Ahmedabad,DEVICE006,6,12,1,1,1
27684.86,WITHDRAWAL,Pune,DEVICE006,3,17,1,0,1
33490.39,TRANSFER,Kolkata,DEVICE005,13,1,0,0,0
21112.68,PAYMENT,Dhule,DEVICE008,0,15,0,0,0
49500.68,WITHDRAWAL,Ahmedabad,DEVICE004,16,19,0,0,1
33052.38,WITHDRAWAL,Kolkata,DEVICE003,18,24,0,0,0
46226.36,WITHDRAWAL,Dhule,DEVICE007,23,20,0,0,0
22621.75,TRANSFER,Dhule,DEVICE003,15,21,1,0,0
4600.17,WITHDRAWAL,Nashik,DEVICE003,13,3,0,0,0
13573.99,DEPOSIT,Nashik,DEVICE006,13,16,1,0,0
20496.92,DEPOSIT,Kolkata,DEVICE006,9,1,0,0,0
42853.36,WITHDRAWAL,Nashik,DEVICE008,16,18,0,1,1
15336.78,WITHDRAWAL,Hyderabad,DEVICE008,9,22,0,0,0
47995.98,PAYMENT,Chennai,DEVICE001,6,20,0,1,0
22216.33,WITHDRAWAL,Bangalore,DEVICE008,9,18,0,1,1
21061.97,TRANSFER,Delhi,DEVICE005,20,30,0,0,0
45334.1,WITHDRAWAL,Ahmedabad,DEVICE001,16,28,1,1,1
19047.82,DEPOSIT,Chennai,DEVICE005,22,18,0,0,0
38927.05,WITHDRAWAL,Chennai,DEVICE007,3,9,0,0,1
27747.12,TRANSFER,Ahmedabad,DEVICE004,9,5,0,1,0
7225.01,DEPOSIT,Ahmedabad,DEVICE002,12,0,0,1,0
10525.04,TRANSFER,Mumbai,DEVICE005,9,11,0,0,0
6005.38,WITHDRAWAL,Nashik,DEVICE004,9,15,1,0,0
30505.09,PAYMENT,Hyderabad,DEVICE004,0,20,0,0,1
43827.84,TRANSFER,Delhi,DEVICE003,22,28,0,0,1
21062.52,PAYMENT,Bangalore,DEVICE001,22,27,1,0,0
10827.39,DEPOSIT,Delhi,DEVICE005,1,1,0,0,0
19746.07,PAYMENT,Dhule,DEVICE004,13,14,0,1,0
32728.55,WITHDRAWAL,Dhule,DEVICE007,15,14,1,0,1
48762.59,WITHDRAWAL,Hyderabad,DEVICE008,3,24,0,0,0
16230.92,WITHDRAWAL,Mumbai,DEVICE003,19,9,0,0,0
27373.01,PAYMENT,Chennai,DEVICE007,11,30,0,1,0
41453.27,PAYMENT,Mumbai,DEVICE004,12,10,1,1,0
9757.7,TRANSFER,Pune,DEVICE007,23,26,1,0,1
38394.89,PAYMENT,Kolkata,DEVICE002,11,17,0,0,0
22606.62,TRANSFER,Delhi,DEVICE003,15,17,0,0,0
12229.67,PAYMENT,Nashik,DEVICE001,11,18,1,0,1
45591.41,TRANSFER,Ahmedabad,DEVICE006,0,9,0,0,1
20679.07,WITHDRAWAL,Chennai,DEVICE008,6,17,1,1,0
28235.68,TRANSFER,Ahmedabad,DEVICE006,7,2,0,0,1
15504.05,WITHDRAWAL,Pune,DEVICE002,1,29,0,0,0
41197.69,PAYMENT,Ahmedabad,DEVICE006,1,16,0,0,0
43200.19,DEPOSIT,Bangalore,DEVICE002,4,1,0,0,1
29715.76,TRANSFER,Bangalore,DEVICE004,16,21,0,0,0
20574.49,DEPOSIT,Nashik,DEVICE006,14,22,0,0,0
49282.49,TRANSFER,Ahmedabad,DEVICE002,21,12,0,0,1
48136.35,DEPOSIT,Delhi,DEVICE001,16,25,1,0,0
5975.33,TRANSFER,Pune,DEVICE003,18,19,1,0,0
34608.19,DEPOSIT,Chennai,DEVICE004,13,4,0,0,0
49993.17,PAYMENT,Bangalore,DEVICE005,2,19,0,0,0
699.04,TRANSFER,Mumbai,DEVICE005,0,10,0,1,1
8688.49,WITHDRAWAL,Ahmedabad,DEVICE008,11,27,0,0,1
25760.76,WITHDRAWAL,Bangalore,DEVICE007,3,28,0,1,0
37483.64,WITHDRAWAL,Hyderabad,DEVICE003,14,28,1,0,1
25391.37,DEPOSIT,Delhi,DEVICE006,17,15,0,1,1
2164.09,WITHDRAWAL,Dhule,DEVICE005,12,3,0,1,1
23788.56,WITHDRAWAL,Ahmedabad,DEVICE001,20,1,0,0,0
27321.68,DEPOSIT,Bangalore,DEVICE003,1,3,0,0,0
43740.17,TRANSFER,Delhi,DEVICE003,15,21,0,0,1
27839.29,TRANSFER,Pune,DEVICE007,22,22,0,0,0
17707.18,TRANSFER,Ahmedabad,DEVICE007,19,2,0,0,0
37869.64,WITHDRAWAL,Mumbai,DEVICE003,4,26,1,0,0
20801.37,DEPOSIT,Delhi,DEVICE001,0,11,0,0,0
4250.58,PAYMENT,Chennai,DEVICE005,3,16,1,0,0
46445.27,WITHDRAWAL,Bangalore,DEVICE001,10,15,0,0,0
29679.65,DEPOSIT,Pune,DEVICE002,7,22,0,0,0
20018.72,WITHDRAWAL,Chennai,DEVICE004,8,9,0,0,0
27853.44,WITHDRAWAL,Nashik,DEVICE003,4,18,1,0,1
32964.62,TRANSFER,Pune,DEVICE002,12,16,0,0,0
16268.74,DEPOSIT,Chennai,DEVICE008,22,12,1,0,0
7783.49,TRANSFER,Dhule,DEVICE001,20,7,1,1,1
33451.17,DEPOSIT,Chennai,DEVICE006,12,10,0,0,0
32615.74,TRANSFER,Hyderabad,DEVICE005,5,26,0,0,0
40489.41,TRANSFER,Dhule,DEVICE003,20,30,0,1,0
23988.84,PAYMENT,Dhule,DEVICE001,19,0,0,1,0
19503.65,DEPOSIT,Bangalore,DEVICE005,2,8,0,0,0
7730.71,WITHDRAWAL,Nashik,DEVICE008,13,3,0,0,0
47261.44,DEPOSIT,Pune,DEVICE006,3,6,0,1,0
2488.7,TRANSFER,Hyderabad,DEVICE008,23,23,0,1,0
16414.35,TRANSFER,Hyderabad,DEVICE004,1,20,0,0,0
42454.36,TRANSFER,Nashik,DEVICE004,1,27,0,0,1
45915.22,DEPOSIT,Nashik,DEVICE003,4,27,0,0,1
16504.09,WITHDRAWAL,Kolkata,DEVICE002,16,5,0,0,0
25683.55,DEPOSIT,Bangalore,DEVICE005,2,3,0,1,0
17548.57,WITHDRAWAL,Dhule,DEVICE007,9,23,0,0,0
29010.69,TRANSFER,Pune,DEVICE008,2,25,0,0,0
25967.98,WITHDRAWAL,Mumbai,DEVICE007,1,27,1,0,1
15435.77,TRANSFER,Delhi,DEVICE006,10,26,1,1,1
2398.18,TRANSFER,Kolkata,DEVICE005,18,17,0,1,0
4051.42,DEPOSIT,Kolkata,DEVICE006,13,16,1,0,1
18101.7,WITHDRAWAL,Chennai,DEVICE001,11,11,0,1,1
38961.14,PAYMENT,Pune,DEVICE007,10,13,0,1,0
40802.44,PAYMENT,Chennai,DEVICE004,12,29,0,0,0
11427.67,WITHDRAWAL,Nashik,DEVICE005,20,2,0,0,1
7293.32,WITHDRAWAL,Dhule,DEVICE006,5,16,0,0,0
16230.81,TRANSFER,Kolkata,DEVICE006,18,13,0,0,0
11424.35,DEPOSIT,Dhule,DEVICE005,17,14,1,1,0
29159.36,WITHDRAWAL,Kolkata,DEVICE002,6,6,0,0,0
6499.84,DEPOSIT,Dhule,DEVICE008,11,13,0,0,0
13944.64,WITHDRAWAL,Chennai,DEVICE001,16,22,1,1,0
40655.36,PAYMENT,Dhule,DEVICE004,15,15,0,0,1
22079.93,WITHDRAWAL,Chennai,DEVICE002,7,11,1,0,0
19926.26,PAYMENT,Chennai,DEVICE002,5,6,1,0,0
15523.88,WITHDRAWAL,Chennai,DEVICE003,20,17,0,0,0
39270.89,TRANSFER,Pune,DEVICE001,16,10,0,0,0
43626.95,PAYMENT,Hyderabad,DEVICE005,22,3,1,1,1
37751.9,TRANSFER,Mumbai,DEVICE001,23,3,0,1,0
13983.54,TRANSFER,Bangalore,DEVICE002,4,13,0,0,0
32470.77,PAYMENT,Nashik,DEVICE005,19,14,0,1,0
1881.08,DEPOSIT,Dhule,DEVICE005,16,20,0,0,0
29500.55,WITHDRAWAL,Delhi,DEVICE005,9,14,0,0,0
16947.01,PAYMENT,Chennai,DEVICE006,6,29,0,1,1
42099.1,PAYMENT,Chennai,DEVICE004,13,13,0,0,1
19517.75,PAYMENT,Bangalore,DEVICE007,7,3,1,1,0
32635.88,PAYMENT,Chennai,DEVICE006,9,15,0,0,0
28817.58,WITHDRAWAL,Dhule,DEVICE007,0,22,0,0,1
36096.51,PAYMENT,Bangalore,DEVICE002,17,20,0,0,0
10117.28,PAYMENT,Pune,DEVICE005,19,11,0,0,0
47197.24,TRANSFER,Chennai,DEVICE007,6,7,0,1,0
4662.69,PAYMENT,Dhule,DEVICE006,18,17,0,1,1
627.86,WITHDRAWAL,Mumbai,DEVICE002,23,26,1,0,0
3067.14,WITHDRAWAL,Kolkata,DEVICE003,14,27,1,0,0
20922.07,WITHDRAWAL,Mumbai,DEVICE003,6,15,1,0,0
49845.77,DEPOSIT,Delhi,DEVICE005,1,22,0,0,1
8439.13,DEPOSIT,Kolkata,DEVICE005,8,24,0,0,0
8039.44,DEPOSIT,Mumbai,DEVICE007,15,25,1,1,1
12406.7,PAYMENT,Delhi,DEVICE004,15,16,1,0,0
18621.26,TRANSFER,Hyderabad,DEVICE002,12,15,1,0,1
8694.12,DEPOSIT,Chennai,DEVICE004,9,21,1,0,0
7260.21,PAYMENT,Delhi,DEVICE006,2,19,1,1,1
3799.09,DEPOSIT,Bangalore,DEVICE003,19,24,0,1,0
39220.7,WITHDRAWAL,Delhi,DEVICE006,0,8,0,0,0
25629.5,PAYMENT,Bangalore,DEVICE002,16,5,1,1,1
44717.52,PAYMENT,Hyderabad,DEVICE005,4,26,0,1,1
16558.28,DEPOSIT,Dhule,DEVICE008,11,22,1,0,0
24115.09,DEPOSIT,Bangalore,DEVICE008,2,28,0,0,0
1496.25,TRANSFER,Delhi,DEVICE007,22,2,0,1,0
26126.12,WITHDRAWAL,Nashik,DEVICE006,4,16,1,0,1
37049.36,WITHDRAWAL,Chennai,DEVICE008,14,15,1,0,1
20922.82,PAYMENT,Pune,DEVICE002,22,24,0,0,0
49135.9,WITHDRAWAL,Bangalore,DEVICE004,21,0,0,1,1
7941.92,PAYMENT,Kolkata,DEVICE001,17,16,1,0,0
34738.81,WITHDRAWAL,Pune,DEVICE001,16,1,1,0,0
48401.48,PAYMENT,Nashik,DEVICE006,15,5,0,0,0
18869.64,WITHDRAWAL,Pune,DEVICE006,20,24,0,0,0
27504.24,DEPOSIT,Kolkata,DEVICE008,11,6,0,1,1
29631.63,PAYMENT,Ahmedabad,DEVICE006,22,11,0,0,0
30128.64,TRANSFER,Bangalore,DEVICE006,6,27,1,1,1
17905.67,TRANSFER,Chennai,DEVICE005,17,23,0,0,0
44879.17,DEPOSIT,Kolkata,DEVICE007,10,13,0,0,1
21102.79,TRANSFER,Delhi,DEVICE004,1,17,0,0,1
48634.68,TRANSFER,Chennai,DEVICE007,9,6,1,0,1
33893.52,PAYMENT,Kolkata,DEVICE004,16,11,0,0,0
34042.7,WITHDRAWAL,Dhule,DEVICE006,0,6,0,0,1
7152.08,PAYMENT,Kolkata,DEVICE005,23,4,0,0,0
26213.98,TRANSFER,Ahmedabad,DEVICE003,2,20,0,0,0
48459.58,DEPOSIT,Pune,DEVICE008,13,22,0,0,0
41046.57,TRANSFER,Bangalore,DEVICE003,14,1,0,1,1
39237.17,WITHDRAWAL,Pune,DEVICE003,6,22,0,0,0
37341.93,TRANSFER,Delhi,DEVICE007,22,27,0,1,1
26542.02,PAYMENT,Nashik,DEVICE003,16,11,0,0,0
7901.37,PAYMENT,Mumbai,DEVICE001,6,0,0,1,1
13296.65,DEPOSIT,Chennai,DEVICE003,19,8,0,1,0
29769.88,DEPOSIT,Hyderabad,DEVICE008,20,9,0,0,0
6263.58,TRANSFER,Ahmedabad,DEVICE005,5,23,0,0,0
33395.88,TRANSFER,Hyderabad,DEVICE001,19,0,0,0,0
4754.35,DEPOSIT,Dhule,DEVICE002,20,9,0,0,0
44220.49,TRANSFER,Delhi,DEVICE001,15,19,0,0,0
36116.21,WITHDRAWAL,Delhi,DEVICE005,4,22,0,0,0
36052.39,TRANSFER,Delhi,DEVICE006,21,10,1,0,1
44323.14,WITHDRAWAL,Chennai,DEVICE005,3,16,0,0,1
12261.41,PAYMENT,Mumbai,DEVICE002,10,6,1,0,0
31563.49,PAYMENT,Ahmedabad,DEVICE008,4,10,0,1,0
34258.36,DEPOSIT,Mumbai,DEVICE002,10,18,1,0,0
20404.59,DEPOSIT,Mumbai,DEVICE007,7,23,0,0,0
14935.63,WITHDRAWAL,Nashik,DEVICE004,10,9,1,0,0
43340.82,WITHDRAWAL,Hyderabad,DEVICE001,22,8,1,1,1
37553.84,DEPOSIT,Delhi,DEVICE007,21,18,1,0,0
29720.75,TRANSFER,Ahmedabad,DEVICE007,17,10,0,0,0
40316.22,TRANSFER,Mumbai,DEVICE001,13,2,0,0,1
21739.34,TRANSFER,Bangalore,DEVICE006,0,30,1,0,0
27483.7,DEPOSIT,Ahmedabad,DEVICE004,19,29,0,0,1
14437.78,DEPOSIT,Nashik,DEVICE007,14,1,0,0,0
27022.33,DEPOSIT,Pune,DEVICE001,3,20,1,0,0
1444.98,TRANSFER,Bangalore,DEVICE005,12,9,0,0,0
43693.08,PAYMENT,Kolkata,DEVICE003,9,12,0,0,1
12775.72,PAYMENT,Dhule,DEVICE001,5,7,0,0,0
13180.41,WITHDRAWAL,Ahmedabad,DEVICE007,7,14,0,1,0
20342.41,WITHDRAWAL,Bangalore,DEVICE008,8,26,0,0,0
22785.36,PAYMENT,Bangalore,DEVICE005,10,3,0,0,0
16001.8,PAYMENT,Kolkata,DEVICE003,1,10,0,0,0
13492.93,DEPOSIT,Delhi,DEVICE004,13,4,0,0,0
21824.25,TRANSFER,Pune,DEVICE002,15,14,0,1,1
30199.59,TRANSFER,Pune,DEVICE001,12,7,0,0,0
2641.91,DEPOSIT,Pune,DEVICE006,0,8,0,0,1
19327.24,WITHDRAWAL,Ahmedabad,DEVICE005,12,13,0,0,0
7633.13,PAYMENT,Kolkata,DEVICE007,14,14,0,0,0
36515.5,PAYMENT,Delhi,DEVICE001,10,13,0,0,0
29658.57,PAYMENT,Pune,DEVICE004,14,26,0,1,0
23060.39,TRANSFER,Kolkata,DEVICE006,14,5,0,0,0
6167.11,WITHDRAWAL,Dhule,DEVICE006,21,29,0,0,0
37419.52,TRANSFER,Mumbai,DEVICE007,12,7,0,0,0
23913.34,PAYMENT,Hyderabad,DEVICE008,15,5,0,0,0
37613.92,TRANSFER,Mumbai,DEVICE005,9,27,0,0,0
14140.76,TRANSFER,Chennai,DEVICE003,10,21,1,0,0
45747.86,PAYMENT,Ahmedabad,DEVICE007,0,28,1,0,1
26697.55,TRANSFER,Ahmedabad,DEVICE007,8,10,0,0,1
46872.0,WITHDRAWAL,Bangalore,DEVICE002,17,16,1,0,0
15960.69,DEPOSIT,Nashik,DEVICE002,22,7,0,1,1
32681.45,TRANSFER,Nashik,DEVICE005,18,18,0,0,0
2887.28,WITHDRAWAL,Delhi,DEVICE001,12,7,0,1,0
24191.8,DEPOSIT,Dhule,DEVICE001,14,23,0,0,0
48974.18,WITHDRAWAL,Ahmedabad,DEVICE002,10,2,0,0,1
31462.5,DEPOSIT,Nashik,DEVICE003,5,27,1,0,0
25397.47,WITHDRAWAL,Delhi,DEVICE004,13,21,0,0,0
28229.25,DEPOSIT,Hyderabad,DEVICE005,6,15,0,0,0
49123.17,DEPOSIT,Dhule,DEVICE005,16,21,0,0,1
20904.48,DEPOSIT,Mumbai,DEVICE005,9,19,0,0,0
442.59,PAYMENT,Hyderabad,DEVICE002,9,13,1,0,1
26831.54,DEPOSIT,Ahmedabad,DEVICE007,4,7,0,0,0
16166.7,PAYMENT,Delhi,DEVICE006,6,27,0,0,0
10474.35,TRANSFER,Nashik,DEVICE008,4,8,0,0,1
16480.79,WITHDRAWAL,Mumbai,DEVICE003,9,3,1,0,0
19868.98,TRANSFER,Kolkata,DEVICE005,6,8,1,0,0
43243.95,PAYMENT,Hyderabad,DEVICE007,12,28,0,1,1
32883.45,TRANSFER,Nashik,DEVICE003,9,8,0,0,0
29144.22,DEPOSIT,Chennai,DEVICE006,4,29,0,1,1
15294.34,PAYMENT,Kolkata,DEVICE003,4,23,0,1,0
24432.86,TRANSFER,Nashik,DEVICE003,23,14,0,0,0
19718.99,WITHDRAWAL,Chennai,DEVICE006,14,12,1,0,0
8374.14,DEPOSIT,Nashik,DEVICE003,10,11,0,0,0
22214.3,WITHDRAWAL,Kolkata,DEVICE006,23,2,0,0,0
4858.16,TRANSFER,Bangalore,DEVICE008,23,30,0,0,0
38158.04,TRANSFER,Delhi,DEVICE003,5,30,0,0,0
24364.42,DEPOSIT,Mumbai,DEVICE008,22,20,0,0,0
32650.3,PAYMENT,Delhi,DEVICE007,17,23,0,0,0
46315.8,PAYMENT,Ahmedabad,DEVICE001,13,23,0,1,1
18860.26,DEPOSIT,Bangalore,DEVICE001,15,10,0,1,0
32486.6,TRANSFER,Dhule,DEVICE004,17,8,0,0,0
33198.11,DEPOSIT,Mumbai,DEVICE004,23,13,0,0,0
21272.54,WITHDRAWAL,Ahmedabad,DEVICE008,8,23,1,0,1
25561.56,DEPOSIT,Nashik,DEVICE008,15,25,0,0,0
260.44,TRANSFER,Pune,DEVICE005,19,17,0,0,0
25810.17,TRANSFER,Nashik,DEVICE005,4,15,0,0,0
122.14,DEPOSIT,Delhi,DEVICE004,23,26,0,1,0
13444.74,TRANSFER,Ahmedabad,DEVICE006,3,26,0,0,0
23882.7,DEPOSIT,Bangalore,DEVICE005,10,7,1,0,0
23097.47,TRANSFER,Ahmedabad,DEVICE006,5,11,0,0,0
19778.65,PAYMENT,Mumbai,DEVICE003,5,15,1,0,0
38073.24,PAYMENT,Nashik,DEVICE005,22,26,0,0,0
41764.35,PAYMENT,Kolkata,DEVICE001,17,21,1,0,0
23592.19,PAYMENT,Delhi,DEVICE006,17,27,0,0,0
44931.88,TRANSFER,Ahmedabad,DEVICE008,12,11,0,0,0
333.82,PAYMENT,Nashik,DEVICE001,12,13,0,1,1
23502.7,WITHDRAWAL,Nashik,DEVICE004,21,0,1,0,0
18255.38,PAYMENT,Mumbai,DEVICE001,21,20,0,0,0
12328.42,TRANSFER,Hyderabad,DEVICE007,2,13,0,0,0
37556.72,WITHDRAWAL,Dhule,DEVICE003,10,12,1,0,0
20617.82,WITHDRAWAL,Kolkata,DEVICE002,12,21,0,0,0
21454.71,DEPOSIT,Ahmedabad,DEVICE007,2,5,0,0,0
33187.56,WITHDRAWAL,Nashik,DEVICE005,3,21,1,0,1
35803.95,WITHDRAWAL,Bangalore,DEVICE005,5,18,0,0,0
35626.76,TRANSFER,Pune,DEVICE004,4,9,0,0,0
28486.6,DEPOSIT,Hyderabad,DEVICE001,8,15,0,0,0
43818.96,PAYMENT,Pune,DEVICE008,12,6,0,1,0
2094.4,TRANSFER,Chennai,DEVICE001,17,29,0,0,0
45040.04,WITHDRAWAL,Nashik,DEVICE005,17,13,1,1,1
12667.61,DEPOSIT,Dhule,DEVICE003,9,21,0,0,0
34766.84,PAYMENT,Hyderabad,DEVICE004,8,12,0,0,0
31380.49,PAYMENT,Mumbai,DEVICE006,21,16,0,1,0
8102.7,TRANSFER,Dhule,DEVICE001,6,26,0,0,0
37412.39,TRANSFER,Bangalore,DEVICE001,21,6,0,1,1
3343.43,PAYMENT,Kolkata,DEVICE007,20,7,0,0,0
46507.81,PAYMENT,Mumbai,DEVICE002,10,9,0,0,1
4974.88,PAYMENT,Ahmedabad,DEVICE006,1,10,0,0,1
10311.25,PAYMENT,Hyderabad,DEVICE008,3,16,0,0,0
32845.01,TRANSFER,Nashik,DEVICE006,14,21,0,0,0
9626.51,WITHDRAWAL,Hyderabad,DEVICE005,9,25,0,0,0
38169.11,TRANSFER,Delhi,DEVICE004,5,12,0,0,1
3643.33,PAYMENT,Hyderabad,DEVICE005,16,21,0,1,0
48823.71,WITHDRAWAL,Hyderabad,DEVICE002,22,16,0,0,1
24822.14,TRANSFER,Mumbai,DEVICE007,10,3,0,0,0
10327.04,DEPOSIT,Delhi,DEVICE004,9,20,0,0,0
48261.74,TRANSFER,Chennai,DEVICE003,19,13,0,0,1
45145.5,DEPOSIT,Ahmedabad,DEVICE005,18,19,0,1,1
14300.53,TRANSFER,Kolkata,DEVICE002,1,20,1,0,0
19046.08,DEPOSIT,Dhule,DEVICE006,6,4,1,0,0
45816.65,WITHDRAWAL,Mumbai,DEVICE008,10,17,0,0,0
13770.68,TRANSFER,Ahmedabad,DEVICE006,20,1,0,1,1
25807.3,TRANSFER,Kolkata,DEVICE007,6,24,0,0,0
37414.83,WITHDRAWAL,Hyderabad,DEVICE001,16,21,0,0,0
6742.0,DEPOSIT,Ahmedabad,DEVICE005,6,4,0,0,0
48751.72,WITHDRAWAL,Pune,DEVICE007,12,27,0,0,0
2608.81,WITHDRAWAL,Delhi,DEVICE007,20,21,0,0,0
39227.03,PAYMENT,Nashik,DEVICE004,7,6,1,0,1
37512.49,PAYMENT,Chennai,DEVICE006,3,17,1,0,1
25986.26,PAYMENT,Delhi,DEVICE007,23,22,0,0,0
31763.62,DEPOSIT,Bangalore,DEVICE003,21,22,0,0,0
38027.1,PAYMENT,Delhi,DEVICE006,0,11,0,0,1
5986.55,PAYMENT,Delhi,DEVICE005,7,23,0,1,1
45096.97,TRANSFER,Chennai,DEVICE006,10,0,1,1,1
27081.21,WITHDRAWAL,Hyderabad,DEVICE008,14,0,0,0,0
4292.54,WITHDRAWAL,Kolkata,DEVICE002,13,28,0,0,0
32783.67,DEPOSIT,Kolkata,DEVICE008,22,24,0,0,0
48832.6,DEPOSIT,Ahmedabad,DEVICE005,20,14,0,0,0
42095.99,TRANSFER,Pune,DEVICE008,11,14,0,0,1
